text,len_content,middle category,dept
,207,청렴감사실,청렴감사실
"소음 피해 오후 10시~아침 6시까지 계속하여서 할머니께서 폐지를 찾으시는지 계속 깡통 던지는 소리가 납니다 영상으로 듣는 거보다 집에서 들어보면 너무 심해서 잠을 못 잘 지경입니다 할머니한테 말씀도 드렸으나, 매번 밤늦게 저렇게 돌아다니시면서 깡통들을 던지면서 하십니다 밤늦은 시간, 새벽시간만 아니면 상관이 없지만 저렇게 늦은 시간에는 좀 자제했으면 합니다 경찰에도 신고해 봤지만 다른 방법이 없다고 구청에 말을 하라고 하더라고요 .... 해결 좀 부탁드립니다 ※ 첨부파일 : KakaoTalk_Video_20170928_1046_51_597.mp4",28,복지국,복지국 경제환경과
보도블록에 구멍이 난 채로 방치되어 매우 위험함 사람들이 많이 다니는 통행로에 보도블록이 다 깨져있고 바닥에 구멍이 뚫려있어 매우 위험합니다 어린이집과도 불과 50미터 떨어진 곳에 바닥에 구멍이 나 있습니다 어서 빨리 공사 바랍니다 추후 이 구멍으로 인해 안전사고가 발생하지 않게 미리 조치 바랍니다 ※ 첨부파일 : 20170925_174803.jpg 20170925_174759.jpg,73,동사무소,수성1가동
"범어 3동 청구 빌라 맨션 앞 밤샘주차단속 건의 범어 3동 주민입니다 요청한 상록로 11길 ( 청구 빌라 맨션~래미안 수성 후문 방향 ) ( 구, 범어 3동 우체국~동천 초등학교 ) 은 아침에 인근 많은 학생들이 등교하는 길입니다 하교, 지원 후에도 인근 학원, 어린이집들도 많아 사람들이 많이 오가는 길입니다 하지만 불법주차로 인해 아이들이 주차된 자동차 사이로 다니고 있습니다 필히 불법 주정차 단속과 CCTV 설치를 꼭 해야 한다고 생각됩니다 아이들 등하굣길은 안전이 필히 확보되어야 합니다",483,복지국,복지국 경제환경과
음식물 쓰레기 불법투기 수고가 많으십니다 다름이 아니라 오늘 오후 13시 23분경 음식물이 든 비닐봉지를 남의 집 옆에 버리고 가는 사람이 있어 글을 올립니다 .. 음식물은 음식 물통에 담아서 지정된 요일과 시간에 버려야 하는데도 불구하고 아직도 단속이 이루어지지 않는 것 같습니다 .. 도저히 냄새가 나서 이번 여름에도 이웃 간에 감정이 안 좋아질 것 같아 참고 참았는데 더 이상 참아서는 안될 것 같아 글 올립니다 .. 좀 강력한 단속 부탁드립니다 .... 얼굴이 나온 사진과 동영상 있습니다 ※ 첨부파일 : 3_20170917_163733.png,120,복지국,복지국 경제환경과
수성 범어 주택조합의 분양가상한제 적용을 제외해 주십시오 정부가 주택조합 정책을 잘못 만들어 서민에게 올가미를 씌어놓고 우리를 투기꾼으로 몰아가고 있습니다 투기과열지구로 지정하는 것은 이해는 되지만 지역 주택조합만은 분양가상한제가 적용되면 두 번 죽이는 것입니다 제발 이것만은 막아주십시오,46,복지국,복지국 경제환경과
"신매동 두리 어린이공원 ( 놀이터 ) 관련 신매동 자연 고등학교 건너편에 놀이터 공사현장 관련입니다 놀이터 ( 두리 어린이공원 ) 입구가 경사가 있는데 반 이상은 계단으로 하셔야 할 것 같습니다 겨울철 눈이 오면 위험해서 통행이 불가능해 보이고 아이들이 포대로 미끄름을 타고 놀 확률이 높아 보입니다 ( 바로 아래 차가 다니는 길이라서 더욱 위험할 듯합니다 ) 공사 마무리 단계이던데, 공사 끝나기 전에 개선했으면 합니다 ( 추가로 신매광장 근처 놀이터 내의 언덕을 인조 잔디로 재공사를 하셨던데 박스 포장지를 이용해서 서서 미끄럼을 타다가 팔이 골절된 아이가 최소 2명이라도 들었습니다 천연잔디가 관리가 안 돼서 인조 잔디로 재공사 하였을 텐데 위험한 상황이 연출되고 있습니다 좋은 방법, 있으면 개선하셔야 할 것 같습니다 ) ( 전화드렸는데 담당자 부재중 이어서 글로 남겼습니다 ) ※ 첨부파일 : 놀이터 5.png",1331,도시국,도시국 교통과
아파트 미니 태양광 보급사업에 관하여 장원맨션관리사무소입니다 아파트 미니 태양광 사업에 관하여 민원을 제기합니다 많은 정보와 성실한 답변을 요청합니다 감사합니다 아파트 미니 태양광 보급사업에 관한 민원 장원맨션관리사무소입니다 아파트 미니 태양광 보급사업이 2017년 9월 이후로 있는지요 타 아파트에서 실시한 곳이 있는지 알고 싶습니다 미니 태양광 보급사업에 관하여 많은 정보를 부탁드립니다 장원 맨션 관리사무소 ※ 첨부파일 : 수성구청 민원 제기 2.hwp,354,복지국,복지국 경제환경과
,399,도시국,도시국 공원녹지과
수성못 공연 소음 관련하여 다시 한번 글을 올립니다 동이고 중 민원 여부 동이고 중 민원 여부 : 선행 민원번호 : 201708252053133793 선행 민원 상세조회,302,도시국,도시국 건설과
,347,도시국,도시국 토지정보과
공사장 안전 업무에 수고가 많으십니다 다름아 아나라 범물 성당 앞 아파트 공사장에서 안전망도 없이 포클레인 공사로 인해 소음 비산 등 안전에 걱정이 많아 글을 올립니다 저는 손주들을 공사장 바로 앞 어린이집에 등 하교 시키는데 아기들 안전에 심히 걱정되는 바 학부모들에게서 전화도 하고 해도 시정이 되지 않아 시정될 수 있도록 다시 한번 부탁드립니다 선처를 부탁드리며 건승을기원햡니다 ※ 첨부파일 : 20170906_150328.jpg 20170906_150118.jpg,205,도시국,도시국 건설과
"공원 산책로의 폰 스피커 음악소리 범물동 진밭골 올라가는 길에는 아침 일찍 운동하며 걷는 사람들이 많습니다 계곡의 물소리와 새소리를 들으며 걷는 길은 지친 심신을 건강하게 해주는 시간이 됩니다 그런데 가끔, 폰으로 음악소리를 크게 틀고 있는 사람들 때문에 스트레스를 받고 무척 괴롭습니다 '고성방가 금지'라는 현수막이 하나 있기는 한데 무슨 말인지 모르는 것 같습니다 오늘 아침도 트로트를 요란하게 틀고 있는 아저씨에게 좀 꺼주시면 안 되겠느냐고 조심스레 물었더니, 듣기 싫으면 나오지 말라며 소리를 질렀습니다 음악을 듣고 싶으면 이어폰을 사용하시면 되지 않느냐고 했더니, 웬 가 아침부터 하고 난리냐며 원색적인 욕이 돌아왔습니다 공공의 장소에서 남을 배려하지 않고 자기가 하고 싶은 대로 해도 된다고 생각하는 사람들이 쉽게 알아볼 수 있도록 '산책로에서 노랫소리, 폰 스피커 사용 금지 ' 등 현수막이나 팻말을 세워 주시면 감사하겠습니다",794,도시국,도시국 교통과
"주택가에 방역해 주세요 민원처리에 수고하십니다 다름 아니라 최근 몇 주 전부터 비가 계속되어서 그런지 모기가 기승을 부리네요 집에서 살충제를 뿌리고 하지만 효과가 없습니다 주택가라 집집마다 잔디와 화초, 나무가 많아서 그런 것 같습니다 한 번씩 큰 도로가는 방역차가 지나가면서 뿌리는 것 같은데 주택가도 방역을 해 주심 안될까요 부탁드립니다",512,복지국,복지국 복지정책과
,434,도시국,도시국 토지정보과
범어 4동 신축 아파트인 범어 라온프라이빗 2차의 아파트 진입로 경사 관련 민원입니다 안녕하세요 현재 공사 진행 중인 범어 4동 범어 라온프라이빗 2차 아파트 진입로의 경사가 너무 심하여 안전 상 문제가 우려가 되어 민원을 제기합니다 어린이뿐만 아니라 노약자가 걸어 다니기도 불편하고 성인 남성도 그냥 걷기에는 부담스러운 길입니다 사람뿐만 아니라 차량 운행도 위험할 것으로 예상됩니다 비 오거나 눈 오면 사고 위험이 높아 보입니다 겨울에는 낮에 습기만 있으면 밤에는 빙판으로 변하여 교통사고가 예상됩니다 듣기론 시공사에서는 진입로에 대해서 단순 포장으로 진행한다고 합니다 그 수준에 그치지 않고 어느 정도 도로를 평탄화 시켜야지 안전성이 확보될 것으로 기대합니다 지금은 사람과 차량의 이동이 적어서 사고 날 확률이 적으나 내년 완공되면 급격한 유동인구 차량 증가로 사고가 발생 확률이 높아질 것으로 예상되오니 이점 참고하시어 확실한 대책 마련 부탁드립니다,135,도시국,도시국 건설과
"지산 역 주변 주정차 위반 차량 단속 요청 3호선 지산 역에서 두산 오거리 사이 양쪽 편도에 불법 주정차 차량의 단속을 해 주시기 바랍니다 불법 주정차된 차량으로 인해 차량 운전에 위협이 될 뿐만 아니라 주차하려는 차량, 주차된 차량이 끼어들기 등 그 부근을 운전할 시 매우 불안함 그리고 왜 그쪽은 주정차 단속을 안 하는지 이해가 안 됨",609,도시국,도시국 교통과
오수처리 맨홀 수고가 많습니다 .. 다름이 아니라 도로에 보면 각 건물 앞 도로마다 오수처리 맨홀이 있던데 저희 건물 앞 도로에는 오수 맨홀이 없어서 문의드립니다 정화조 직수 공사를 하려고 해도 오수 맨홀이 있어야 파이프가 연결이 가능할 텐데 담당자분께서는 확인하시어 조속히 처리 부탁드립니다 .. 현재 지산동 일대 오수 정비 공사가 진행 중인 걸로 압니다,575,도시국,도시국 건설과
비시 지 무료 접종의 건 얼마 전 조카가 비시지를 접종해야 하는데 보건소는 공짜인데 병원은 돈을 낸다고 해서 이상하다고 하더라고요 저희 애들은 병원에서 경피로 접종했는데 좋더라고요 병원에서 하는 경피도 무료로 하게 해주세요 저출산이 문제가 되는데 백신이라도 마음 편히 하게 해 주면 좋겠어요 백신 선택하기도 그렇네요,482,청렴감사실,청렴감사실
범어 4동 라온 2차 아파트 공사 진입로 안전 문제 수고 많으십니다~ 지금 현재 범어 4동 라온 2차 아파트 진입로 부분에 대해서 상당히 걱정이 되어 민원을 올립니다~ 최근 공사 관계자와 미팅을 가진 후 말도 안 되는 이야기를 들었는데요 그냥 포장만 한다고 이야기 들었습니다~ 라온 2차 아파트 진입로 부분은 경사가 심해서 준공 후 입주자나 주변 주민들 그리고 특히 어린이 노약자들 안전이 걱정이 됩니다 그리고 우천 시 결빙일 때 더더욱 문제가 되고요 최근에 수성구 두산동 너무나도 안타까운 사건도 있었죠 안전에 관한 문제는 어떠한 경우에 있어서도 해결을 해야 할 문제입니다 전문가는 아니지만 진입로 부분에 어느 정도 평탄화 작업을 해서 포장을 한다면 개선을 시킬 수 있는 방법이 되지 않을까 합니다 준공 전 이 부분에 대해선 건설과에서도 관심 가져 주시기 바랍니다~,168,도시국,도시국 건설과
,77,도시국,도시국 안전총괄과
범물 2동 비범로 46길 합류구간 탄력 봉 설치 요청 범물 2동 지범로 46길 범물 시장~삼주공원~배수지 구간에 합류구간 측면까지 빈틈없이 주차한 불법주차 차량으로 인해 아침 출근시간에 차량이 엉켜 대혼잡이 반복되고 있습니다 특히 교행이 빈번한 합류구간인 송정 아파트와 홈 마트 사이 합류구간과 삼주공원 앞 정관헌 커피집 앞 합류구간 주변에 탄력봉을 설치하여 교행과 시야 확보가 가능하도록 공간을 확보해 주시기를 바랍니다 어떤 날은 도로 중앙 부분까지 튀어나온 주차 차량 때문에 도로 기능이 마비되기도 하고 시야 확보가 안돼 접촉사고가 발생하는 실정이므로 교행 공간 확보 조치가 절실합니다,369,도시국,도시국 교통과
"지산 1동 지 산청구 타운 근처의 고양이들 좀 청소해 주세요 무더운 여름날 정말 고생이 많으십니다 그나마 아예 폭염주의보가 발령되면 에어컨이라도 킬 수 있지만, 오늘 같이 어중간하게 더운 날은 에어컨도 못 키고 이 더운 대프리카를 견디셔야 한다고 들었습니다 부디 힘내시길 바랍니다 제가 이렇게 민원을 넣게 된 것은 최근 고양이들의 울음소리 때문에 잠을 제대로 잘 수 없어서입니다 이놈들이 낮에도 그러는 거 같은데, 밤이나 새벽에 자꾸 울음소리를 내서 죽겠습니다 잠을 자다가 깨곤 합니다 저희 지산청구아파트나 계산동서 맨션 인근에 길고양이들이 여럿 몰려 있는 거 같은데 이놈들이 자꾸만 소리를 내는군요 제발 부탁이니 이놈들 좀 청소해 주셨으면 합니다 잠을 자지 못하니 너무 힘이 듭니다",703,청렴감사실,청렴감사실
,495,청렴감사실,청렴감사실
수성 국민체육센터 바닥 소음 수성 국민체육센터 헬스장 바닥 방음이 안 되는 것 같습니다 작은 덤벨이나 바벨 원판 및 기구를 떨어뜨리거나 옮기는 경우 울리는 소리가 심해 같이 운동하시는 분들에게 눈치가 보이고 미안합니다 어떨 땐 죄책감이 들기도 합니다 떨어뜨린 사람이나 그 소릴 듣는 사람 전부 다가 기분 나쁘고 짜증 납니다 타 헬스장에 가보면 웬만한 덤벨이나 바벨 원판 기구를 옮겨도 소리가 나지 않습니다 수성 국민체육센터 헬스장 바닥은 합판 위에 우레탄 고무판을 덮어놓았는지 작은 물건이 떨어져도 큰소리로 울립니다 마음 편히 운동할 수 있도록 바닥 소음 확인하여주십시오 헬스장에서 담소도 나누고 큰소리로 웃으며 기구와 장비들을 소음 신경 쓰지 않고 마음 편히 사용하게 조치하여 주십시오 헬스장 샤워실 환기시설이 없거나 작동되지 않아 습기가 많고 답답합니다 어떨 땐 가슴이 답답해져옴을 느낄 정도입니다 환기시설 확인하여 주십시오,153,복지국,복지국 경제환경과
황금동 롯데캐슬 4단지 앞 도로포장 황금동 캐슬골드파크 4단지 앞 고가도로 아래 버스정류장 부근에 얼마 전 하수관 ( ) 공사를 하였습니다 도로를 파내고 공사를 하였으면 제대로 원상복구 해놓아야 할 것인데 울퉁불퉁하게 대충 해두어 매일 지날 때마다 차가 덜컹거리고 흔들립니다 하수관 공사를 했으면 도로를 최소한 동일한 수준이나 더 낫게 복구를 해야 마땅할 텐데 공사 이후 도로를 더 엉망으로 만들어놓고 주민들 불편을 주게 하는지 이해가 안 됩니다 빠른 조치를 바라겠습니다,779,도시국,도시국 교통과
범안로 옆길 굴다리 물고임 ( 관계삼거리에서 삼덕요금소 방향 오른편 ) 범물동-대구스타디움 길 산책/운동을 즐기는 주민입니다 관계삼거리와 삼덕요금소의 사이 첫 번째 굴다리 부근 ( 삼덕요금소 방향 오른쪽 ) 이 비가 올 때마다 물바다가 됩니다 길을 지날 때마다 ( 조금 고인 경우 ) 물길을 건너가거나 ( 많을 경우 ) 옆 둑길로 올라 우회해서 가야 하는데 상당히 미끄럽고 오르내릴 때마다 미끄러질 위험이 큽니다 본인도 미끄질 뻔 한 경험이 있고 실제로 넘어진 사람을 목격하기도 했습니다 ( 건장한 체구의 본인도 이러한데 나이 드신 분이나 여성분들은 오죽하겠습니까 ) 두 번째 굴다리는 그나마 양호한 편인데 비만 오면 물웅덩이가 생기는 도로에 조치가 필요하다고 봅니다 ※ 첨부파일 : 크기 변환_크기 변환_20170820_141839.jpg 크기 변환_크기 변환_20170820_141754.jpg 크기 변환_크기 변환_20170820_141847.jpg,214,도시국,도시국 건설과
,379,행정국,행정국 민원여권과
"매호 효성 백년가약 후문 횡단보도 설치 건의 미호천 정비 공사로 아주 멋진 주민들의 휴식과 어울림의 공간을 만들어 주신 수성구청장 및 직원분들에게 감사드립니다 매호 효성 백년가약 후문 바로 건너편에는 매호 천변 중 가장 넓은 휴식공간 ( 운동시설, 화장실 등 ) 이 설치되어 있는 곳으로 넓은 진입구가 있는 곳입니다 매호 효성 백년가약 아파트 후문 앞은 편도 1차로 도로로 넓지는 않지만 조금 굽은 도로이고 출퇴근 시간대에는 통행량이 아주 많이 노약자와 어린이들이 아파트에서 매호 천변으로 건너기에는 사고 위험이 아주 많은 곳입니다 바쁘시더라도 횡단보도 설치에 대해 수성 경찰서와 서로 협의 검토를 부탁드립니다",332,도시국,도시국 공원녹지과
시지 1교위 불법주차 차량 수고 많으십니다 시지 1교위 불법주차 차량들로 인해 올봄부터 수차례 민원을 드려 교각 위 단속한다는 현수막을 설치해 주셔서 한동안 불편함 없이 차량 소통이 원활하였습니다 그러나 언제부터인지 현수막은 철거가 되어있고 다시 불법 주정차들로 인해 차량 소통이 다시 엉망이 되었네요 제발 신경 좀 써 주세요 정말 다리 위 지날 때 후진 좀 안 했으면 좋겠습니다 스트레스 엄청 받습니다 꼭 부탁드리겠습니다,67,도시국,도시국 도시디자인과
궁전맨션 5동 앞 공사 진행에 따른 소음 저감 요청 궁전맨션 5동 입주민입니다 5동 앞에서 진행 중인 건축철거공사로 인해 주말 아침부터 소음에 시달리고 있습니다 일반 아파트 바로 코앞에 건축을 하는 것을 백번 양보한다고 쳐도 주말 이른 아침부터 이렇게 소음을 발생하며 공사를 진행하는 것은 참기가 힘들군요 앞으로 건물이 건축되는 전 기간 동안 소음이 계속 발생될 것인데 이에 대한 수성구의 명확한 입장은 무엇인지 입주민이 보호받을 권리는 어디에 호소해야 하는지 알고 싶습니다 수성구청에서 공사 진행 회사 측에 허락한 공사 시작 시간 및 공사 시 발생하는 소음의 최대치에 대한 제한 내용에 대해 알려주시기 바랍니다 공사 진행 측이 자신의 재산권을 행사할 권리가 있다면 입주민은 주말에 여유 있게 잠을 잘 권리가 있고 앞으로도 무리한 소음 및 먼지로부터 우리의 삶과 재산을 보호할 권리가 있음을 꼭 인지해 주시기 바랍니다 답변을 기다리겠습니다,368,도시국,도시국 교통과
아직도 이런 사람이 있습니까 남의 집 앞에 먹고 남은 음식 쓰레기랑 술병을 놓고 가는 비양심적인 사람이 아직도 있는지요 ... 더운 여름날에 음식물에서 벌레가 기어 나와 도저히 그냥 지나가서는 안될 것 같아 글 올립니다 남의 화단 앞에 버젓이 쓰레기를 놔두고 가는 그런 사람이 아직도 있다는 게 참 어이가 없습니다 자꾸 말없이 치우다 보면 습관이 될 것 같아 글 올립니다 .. 빠른 조치 부탁드립니다,135,도시국,도시국 건축과
,32,청렴감사실,청렴감사실
,581,청렴감사실,청렴감사실
시지 광장 개울 시지 광장에 개울이 있는데요 아이들이 물놀이해도 되는 건가요 수질이 어느 정도인가요 물은 며칠에 한 번씩 교체되고 있나요,56,도시국,도시국 공원녹지과
"CCTV 설치 요청합니다 범어동 장원 맨션 후문에서 경동초등학교로 등교하는 길에 CCTV 설치를 요청합니다 이 도로는 경동초등학교 담장과 범어교회 사이에 위치하는 도로는 등하교 시간에 차량 통행이 너무 많고, 방학이나 오후 시간에는 인적이 많지 않아 어린 초등학생 자녀들이 혼자 등하교 할 때 두려움이 있습니다 반면, 같은 도로에 정화 중고 앞 도로에는 일정 간격으로 CCTV가 설치되어 대조가 되고 있습니다 어린아이들의 안전이 더 우선인듯합니다 그리고 제발 ... 아침저녁시간에 자녀 등하교를 위한 차량들이 이 도로로 진입하지 못하도록 조치해 주세요 부탁합니다",163,도시국,도시국 교통과
,102,도시국,도시국 도시디자인과
화랑로 36길 cctv 설치 화랑로 36길 주변 cctv 설치 문의드립니다 고향 집이 대구라 고향 올 때마다 동네에 cctv가 설치가 안 되어 있네요 화랑로 36번 길 주변 가로등도 몇 개 없어서 밤 되면 우범지대 마냥 남자 혼자 다녀도 무섭습니다 요즘은 대도시 말고 지방 소도시만 가도 cctv가 다 설치되어 있는데 대구 같은 대도시 도심에 cctv가 없다는 게 이해가 안 됩니다 앞으로 cctv 설치 계획이 있으신지 없다면 아예 설치를 안 해주는 건지 궁금하네요 ※ 첨부파일 : 사지 6.jpg 사진 2.jpg 사진 3.png,56,도시국,도시국 건설과
화랑로 36번 길 cctv 설치 대구 수성구 화랑로 36번 길 cctv 설치 관련하여 문의드립니다 빌라들이 밀집되어 있는 곳에 가로등도 몇 군데 없어서 밤 되면 우범지대 마냥 어두컴 컴퓨터 합니다 요즘 대부분 동네에 방범용 cctv가 설치되어 있는데 하물며 시골에도 cctv가 설치되어 있는데 대도시 시가지에 cctv가 없다는 게 아이러니합니다 Cctv 설치 예정인지 아님 계획이 없는 건지 궁금하네요 ※ 첨부파일 : 사진 2.jpg 사진 3.png 사지 6.jpg,754,도시국,도시국 교통과
,1424,도시국,도시국 교통과
도로변 잡목 제거 요망 매호 효성 백년가약 아파트 뒤 도로 쪽으로 기울어져 있는 잡목 제거 요망합니다 ※ 첨부파일 : 매호 효성 백년가약 뒤 도로 쪽으로 누워있는 잡목 제거 요망합니다. hwp,282,복지국,복지국 자원순환과
노변공원에 대해 동이고 중 민원 여부 동이고 중 민원 여부 : 선행 민원번호 : 201702030038347577 선행 민원 상세조회,104,도시국,도시국 도시디자인과
보행자 통행로 방해 MBC 네거리 건너편에 있는 기아자동차 빌딩에서 범어네거리 쪽으로 이동하다 보면 석정 식당과 놀부부대찌개 식당 사이 동천 초등학교 쪽으로 들어가는 도로가 있는데 폭이 좁아 보행자 통행로가 없다가 최근 안전봉 ( )으로 통행로를 만들어 놓았는데 인근에 있는 당구장의 오뚝이 광고판이 보행자 통행로를 막고 있어 보행자가 차도를 이용해야만 하는 불편을 겪고 있어 민원을 제기하니 해결해 주기 바랍니다 ※ 첨부파일 : 1501199069020.jpg 1501199043364.jpg,409,도시국,도시국 교통과
[ 범물동 ] 통행에 지장이 없도록 도로변 주정차 관리 요망 안녕하십니까 범물 2동 택지 개발로 동네 안으로 연결되는 도로가 안전을 이유로 폐쇄되었습니다 택지 개발이 되더라도 지범로 46길 입구 ( 범 물 어린이 공원 주변 ) S 아파트 도로가 주도로 ( 첨부 그림의 노란색 부분 )로 사용될 거 같습니다 지범로 46길 입구부터 S 아파트까지는 도로 양편 주정차로 인해 교행이 어렵고 통행 때마다 사고의 위험을 느낍니다 사고를 예방하고 통행에 불편함이 없도록 하여 주시기 바랍니다 택지 개발에 따른 일시적인 현상이 아님을 감안하여 교통시설 설치 등 확실하게 개선을 했으면 합니다 아울러 택지 개발이 완료되면 과거처럼 택지 개발지 내의 도로를 활용할 수 있는지 궁금합니다 감사합니다 ※ 첨부파일 : 주정차 단속 필요한 도로. jpg,1344,복지국,복지국 경제환경과
수 성 패밀리파크 이용 불편 주차장 면적 확대 계획이 있는지요 패밀리파크의 전체 규모의 확대 ( 시설 및 면적 ) 계획이 있는지요,882,도시국,도시국 교통과
,426,도시국,도시국 교통과
불법 쓰레기 CCTV 설치 좀 해주세요 불법 쓰레기 무단투기 및 자기 집 앞 아닌데 여기까지 와서 두고 가시는 분 전부 문제입니다 청소하는 아저씨께서도 항상 힘들어하십니다 제발 CCTV 설치 좀 해주세요 경고장만 붙여두면 뭐 합니까 잡질 못하는데 ~~~ ※ 첨부파일 : KakaoTalk_20170717_114320020.jpg,213,복지국,복지국 경제환경과
,466,도시국,도시국 교통과
파란색 쓰레기봉투 ( 수성구청 꺼 ) 미수 거 사유가 궁금합니다 동이고 중 민원 여부 동이고 중 민원 여부 : 선행 민원번호 : 201707070759039055 선행 민원 상세조회,813,복지국,복지국 경제환경과
수성시장 주차단속에 관하여 수성 시장에 ... 볼일이 있어 ... 갔었는데요 ... 수 성 시장 앞쪽에는 주차 허용 구간이더군요 ... 주차선이 그려져 있으니 ... 문제는 태반이 ... 주차를 사선으로 ... 주차되 잇더라고요 ... 머 ... 딱 주차라인에 .. 주차를 하려 해도 시장 상인들이 물건을 내놓아서 .. 제대로 주차 하도 못하고요 ... 주차 단속을 할라 카 ... 주차 라인에 ... 주변 정리부터 해서 주차를 제대로 할 수 있도록 해놓고서 주차를 하든가 ... 그런 조치는 하나도 안 하고 ... 주차라인에 사선으로 주차해낳다고 딱지부터 끊어요 .. 차라리 주차금지를 하든가 ... 주차 라인은 번듯하게 그려놓고 .. 라인 안데 ... 잡동사니 상인들이 내려놓아서 .. 주차를 제대로 하도 못하는데 ... 그것부터 계도를 하고 딱지를 끈 튼가 ... 주차를 제대로 할 수 있는 여건부터 ... 만들어 노쿠서 주차 딱지를 끊으세요 ....,367,도시국,도시국 건설과
"이 여름에 개 짖는 소리 때문에 미치겠습니다 8세대가 사는 빌라입니다 그런데 개 짖는 소리 때문에 살 수가 없습니다 녹음자료도 있습니다 오늘 같은 경우는 여름이다 보니, 앞집 빌라 사람들도 창문 열고 성질내고 감정 소모에 힘이 듭니다 대화도 시도해 보았고 빌라 자체의 안내판에도 건의를 했지만 좋아지지 않아 이렇게 글을 올리게 되었습니다 문제의 집은 저희 다세대 빌라 301호입니다 아까 같은 경우는 집에 사람이 있었음에도 불구하고 개를 벌준다고 그랬는지 베란다에 방치 후 에어컨 틀고 문 닫고 있은 것 같습니다 그래서 2시간 넘게 개가 짖다가 앞집 이웃들이 창문 열고 소리치자 그제야 개를 데리고 들어갔으나, 평소에도 집에 사람이 없으면 개가 사람이 올 때까지 짖어댑니다 4층 이웃은 걸어 올라갈 때마다 개가 짖는다고 했습니다 이사 온 이웃이라 교류도 없어 더 막막한 상황입니다 당장 집으로 방문할까 했지만, 요즘 TV에 여러모로 이런 일로 시끄러운 사건들이 많아서 구청에 도움을 청합니다",1687,보건소,보건소 식품위생과
,496,도시국,도시국 건설과
,181,도시국,도시국 건설과
,176,복지국,복지국 자원순환과
범어네거리 서한 공사현장 공사 소음 범어네거리 서한 공사현장 소음이 너무 심합니다 바로 옆 아파트에서 생활하기 힘들 정도로 심합니다 공사 허가를 할 때 주변 아파트 주민 소음 민원 관련 대책이 있었습니까 소음방지펜스를 설치하던 어떻게든 조치를 부탁드립니다 감사합니다,126,도시국,도시국 교통과
"수성구청 환경미화원 채용 문의 안녕하세요 날씨가 무척 더운데 고생이 많으십니다 대구에 있는 제 자식이 수성구청 환경미화원 시험을 준비하고 있는데 궁금한 사항이 있어 대신 문의를 드립니다 다름이 아니라 수성구청에서는 환경미화원으로 합격하고 운전을 하는 분도 계시다던데 어떤 자격 요건이 있는지요 특히 무덥고 추운 날씨에는 환경미화원 차를 운전하는 것이 편할 거 같기도 하고 솔직히 환경미화원으로 도로 근무보다는 운전을 하는 것이 다 나을 거 같아서요 1종 보통, 대형면허가 있어야 하는지, 아니면 다른 자격요건이 되어야 하는지, 미화원 경력이 있어야 하는지 자세한 자격요건을 알고 싶고 채용시기에 대해서도 궁금하오니 기쁘시더라도 문의사항에 답변을 주시면 감사하겠습니다 수고하세요",716,도시국,도시국 교통과
,1050,복지국,복지국 경제환경과
만촌 1동 중앙초등학교 후문 맞은편 공사현장 만촌 1동 중앙초등학교 후문 맞은편 공사현장은 횡단보도와 마주하고 있으며 학원과 문방구 등 어린이들의 통행이 많은 곳입니다 아무리 공사현장이라고 하지만 보도블록이 심하게 훼손되어 있고 군데군데 자재들이 많이 쌓여 있으며 위층에서 자재를 던지는 모습도 종종 있습니다 어린이들의 통학로에 어떠한 안전펜스도 없이 공사를 진행하는데 무척 위험해 보이니 빨리 조치를 취해 주시기 바랍니다 ※ 첨부파일 : IMG_2655.JPG IMG_2653.JPG IMG_2658.JPG,263,동사무소,만촌2동
"수성동 1가에 주차난 해결해 주세요 안녕하세요 수고가 많으십니다 수성동 1가에 20년 넘게 거주하고 있는 주민입니다 이 동네에는 큰 문제점이 있습니다 바로 주차인데요 옛날 빌라촌이 형성된 지역입니다 옛날 빌라다 보니 빌라에 의무조차가 되어 있지 않은 집들이 많아서 골목길에 거의 차를 대어 놓습니다 하지만 이것도 부족해서 차를 댈 때는 몇 바퀴 동네를 돌다가 다른 동네에 댈 때도 많습니다 집에서 많이 벗어난 곳에 말이죠 .. 모든 사람들이 불편해하고 있습니다 그리고 좁은 골목에 노인 밀집 지역이다 보니, 사고가 일어나는 경우도 종종 있었습니다 주차장 만들어주시면, 거리도 넓어지고 더 살기 좋은 동네가 되지 않을까 싶습니다",547,도시국,도시국 건설과
,228,동사무소,범어2동
거성 어린이 공원 야간 조명 거성 어린이 공원의 야간조명 좀 꺼주세요 불빛 때문에 눈이 부셔서 수면에 지장을 초래할 뿐 아니라 바로 창문으로 불빛이 비쳐서 시력이 상당히 안 좋아지고 있습니다 안 그래도 야간에 영업도 안 하면서 켜놓은 현란한 간판 불빛 때문에 눈이 부신데 공원 불빛까지 켜놓고 밤에 잠을 자지 말라는 건지 다른 공원은 조용하게 해놓고 전부 이 공원에 밤에 잠도 안 자고 몰려와서 야간까지 소음에 시달려야 되는지요 다른 공원에 붙어있는 현수막 이 공원에도 붙여주세요 말소리가 커서 시끄러워 수면에 방해되니 조용히 해달라는 현수막 붙여 주시고 야간에 9시 이후에는 소등해 주세요,1328,복지국,복지국 경제환경과
