title,content,dept
직무유기가 아니란겁니까,"화재로인해 무허가건축물을 또다시 재건축하였는데도 여기에 대해
어떠한 책임도 없다는겁니까!!!
직무유기행위에 언급하니 그제서야 추석직전에 시정독촉발송하였다는
궁색하고 구색맞추기식의 답변이군요!!!
무허가건축단속담당자는 구내를 돌며 현장을 확인하고 단속하는것으로
알고있는데 도데체 지속적 지도단속이 필요한 현장에 화재와 재건축행위가
일어나도 아무런 단속이나 시정명령이 없다는 자체가 직무유기입니다!!!
정작 이에 대해서는 아무런 답변없이 앵무새처럼 답변하고있습니다!!!!
도데체 얼마의 이행강제금이 부과되고있으며 현장을 방문단속한 사실이
있는지 답변하십시요!!!
연락하면 상세히 답변한다는식의 어처구니없는 답변만 하지말고 질문의
요지에 대해 정확히 답변하시요!!!",도시안전국 건축주택과
서구청 직원 흡연문제,"서구광장 8월호 생활소식지를 통해 옥상생태공원을 알게되었습니다.

기획특집으로 다룬 내용에는 옥상생태공원에서 힐링하라는 초록문구로 시작하더군요.
자연친화적 치유공간이라는 선행 문구와 함께요.

가족들과 나들이를 겸하여 집 앞 가까운 옥상생태공원을 방문하였으나,
너무나 놀라운 상황이 있더군요.

다름 아닌, 구청직원들이 삼삼오오 모여서 흡연을 하고 있는 것과 담배냄새로 인해

힐링이 하러 왔다가 간접흡연 하는 상황이된 것이죠.

혹여, 외부 민원인들이가 싶어 보니, 네임택을 달고 계시더군요.

애들에게 옥상 입구 오른쪽 태양광 발전시설을 보여주려 갔다가 또 한번 놀랐습니다.

흡연의 악취와 꽁초들.

정말 악취로 인해 눈살이 절로 찌푸려 지더군요.

여기서 정말 묻고 싶습니다.

하나, 태양광 발전시절 뒤에 흡연장소를 설치하였다면, 그 범주를 벗어나서 흡연하는 구청직원들의
정신상태는 어찌 이해해야 할지요?

하나, 친환경을 내세우며,자연친화적 치유공간으로 힐링을 목적으로 지어진 옥상 생태공원에 흡연장소를
설치하고, 이를 승인,허가한 구청장의 자세는 어찌 이해해야 할지요?

각종 관공소와 의료시설, 공공시설에서 흡연부스 설치를 의무화 하고 있는 상황에서 있을 수 있는 일인지 되묻지 않을 수 없습니다.

빛 좋은 개살구 같은 구청 행태에 이만저만 실망이 아닙니다.

구민 세금으로 4억이나 들여 지어놓고 흡연자들을 위한 흡연공간을 만들어 놓은 행정에 그저 놀랍기만할
뿐입니다.",자치행정국 총무과
* 상리공원내 야간 소음 문제,"상리공원내 야간 소음문제 처리부탁드립니다.

공원내 족구로 인한 수면에 많은 지장을 주고 있습니다.

밤11시 이후 운동에 대해 대책 부탁드립니다.

족구장 소음이 얼마나 심한지 첨부 파일 확인해 주십시오.
(밤 12시에 촬영된 영상입니다.압축풀고 확인요망)

수고 하십시오.

※ 첨부파일 :
상리공원.zip",도시안전국 도시재생과
불법건축물의 재건축행위 미단속,"대구 서구 상리동 245-2번지 무허가 불법건축물과 관련하여 철거단속을 하고
법률에 따라 처리를 하도록 지속적으로 신고하였음에도 불구하고
또다시 화재로 인해 소실된 상태에서도 재건축을 실행하여 거주하고있습니다!!!
구청은 지금 뭐하자는 겁니까!!!!
제대로된 단속을 실시하지않아 담당공무원을 형사고소하고서야 철거명령이행하는척
하며 시간을 질질 끌더니 이제는 1년에 2회 단속도 실시하지않고 봐주기식으로
방치하며 화재로 인한 재건축상황에서도 버젖이 주민등록 조사까지 실시하며
민원인을 기망하는 이러한 행태는 엄연한 직무유기입니다!!!!
무허가 건축물에 대한 단속과 관련하여 정확한 시행을 답변하고
이행강제금부과에 관련된 단속기간도 제대로 시행요구하시요!!!
앞으로의 처리상황에 대해서도 답변요구합니다!!!",도시안전국 건축주택과
금연구역지정,"1. 대구시민들은 구미시민들보다 못할까요?
구미시는 '국민건강증진법’과 ‘구미시 금연환경조성 및 간접흡연 피해방지 조례’로 구미시내 버스정류소 758개소와 금연거리 5곳을 지정하고, 버스정류소의 경우 시설물 가장자리에서 10m 이내의 보도에서 금연을 하고 있으며 흡연시 과태료 2만원이 부과되고 있으며, 금연 및 과태료 내용이 정류소에 부착되어 있습니다. 지하철이나 버스는 주로 교통 약자들이(서민, 어린이와 학생, 나이든 중장년 이상, 아주머니 등) 많이 이용하고 있지 않나요? 이 사람들은 완전히 무방비로 흡연자들이 내뿜는 각종 화학독소를 들이 마시고 있습니다. 차량 배기가스만으로 구역질나고 숨이 차 오릅니다. 사람들이 많이 걸어다니는 대형마트 주변이나 버스정류소 주변, 번잡한 골목길 주변과 주택가에 이르기까지 꽁초가 얼마나 많은지 보기에 몹시 불쾌합니다. 걸어다니면서 마구 뿜어대는 흡연자들의 유해가스 때문에 너무 괴롭습니다. 버스정류소, 길거리 지하철은 개인 사유지가 아니라 공용입니다. 따라서 마땅히 비흡연자들은 간접흡연을 피해 건강을 추구할 권리가 있습니다. 횡단보도 앞에도 흡연이 너무 많아서 괴롭습니다.

2. 간단히 요약하면 구미시처럼 버스정류소 주변 10m 이내에서 금연을 실시하고 과태료나 벌금 부과하는 정책을 실시해 주세요. 흡연자들이 비흡연자들을 배려하도록 공익광고 등을 통해서 흡연자들을 계도해주세요. 길거리 흡연시 흡연자들은 즐겁겠지만 비흡연자들은 3~4m 떨어져도 냄새와 각종 유해 독가스로 인해서 막대한 피해를 보고 있습니다.

3. ‘서구 금연환경조성 및 간접흡연 피해방지 조례’ 제5조(금연구역의 지정 등) 1항에 따르면 국민건강증진법 제9조 제5항에 따라 구 관할 구역의 버스정류소는 금연구역으로 지정할 수 있다(4호)만 나와 있습니다. 서구는 지정하지 않고 있는듯 합니다. 하지만 이는 잘못된 것 같습니다. 위에서도 언급했듯이 버스정류소나 길거리는 개인사유지가 아닌 공용입니다. 비흡연자가 아무런 이유없이 흡연자로부터 건강상의 피해를 입을 이유가 없습니다. 그렇다고 서구청과 흡연자가 비흡연자에게 보상을 해주는 것은 아니잖아요. 버스정류소에도 제5조에 따른 금연구역 지정과 제7조에 의한 금연구역을 표시하고 제10조에 의한 과태료도 부과되기를 희망합니다. 그리고 세금의 효율적인 분배로 제9조에 의한 금연교육과 홍보도 부탁드립니다. 길거리 흡연자들은 무지한 것인지 배려심이 없는 건지 잘 모르겠습니다. 왜냐하면 비흡연자들은 3-4m 밖에서도 담배 냄새를 맡고 얼굴을 찡그리고 힘들어하는데 흡연자들은 이를 인식하지 못하는 듯합니다. 공익광고 등을 활용하여 흡연자들이 비흡연자를 배려하도록 홍보 부탁드립니다.

4. 글을 쓰는 김에 한마디 더 하겠습니다. 반고개 내당역 부근 대형마트 홈플러스 앞에 버스정류소가 하나 있는데 버스정류소 바로 앞에 영업용 택시 2-3대 정도가 늘 상주하다시피 정차하고 있습니다. 그런데 더 웃기는 것은 그 곳에 불법 주정차하다가 1회라도 촬영되면 단속한다는 내용의 대형 플랜카드가 부착되어 있습니다. 거의 날마다 산책을 오고가면서 버스정류소앞 횡단보도를 지나가는데 굉장히 이상한 생각이 드는 것은 도대체 단속도 제대로 안되면서 왜 저렇게 대형플랜카드까지 제작해 세금을 낭비하는지 하는 점입니다. 정책시행이 제대로 되었으면 합니다. 화질좋은 cctv를 횡단보도 위에 설치해서 한달 정도 촬영해서 과태료를 부과하면 엄청난 세금이 들어올 거라 확신합니다. 내당역 홈플러스 앞 휴게 공간에 벤취가 있는데 사람들이 이곳에서 흡연이 너무 심합니다. 담배 유해 물질 탓에 지나다니기가 상당히 힘이 듭니다. 대중들이 많이 이용하는 이런 쉼터는 당연히 금연구역으로 지정되어야 한다고 생각합니다.",보건소 보건과
재활용수거,"내당 2.3동 재활용수거 요일이 어떻게 되나요?
수거 요일도 제대로 지키지도 않고 신경질적으로 종이류는 무거우니깐 동네 폐지 줍는 할머니주라고 소리지르고
당연히 내 집 앞에 낮선사람이 지나가면 개들이 당연히 짖는거를 시발 개새끼 드럽게 짖네 라고 하지를 않나
오늘같은 경우는 재활용 망 들고 어디로 들고가서는 깜깜 무소식이고

보는 시선에 따라 서로 갑질한다고 할수 있겠지만,
어디 눈치보여서 재활용 내놓겠습니까?
한두번도 아니라서 글을 씁니다.",복지생활국 환경청소과
페블럭이필요합니다.교쳬작업이있으시면연락좀부탁드립니다,폐블럭,도시안전국 건설과
건물 입구 앞 도로가 패여서....,"불철주야 구정을 위한 노고를 항상 감사하게 생각하고 있습니다.
대구광역시 서구 달구벌대로375길 1, 건물 입구 앞에 도로가 움푹 패인곳이 있습니다. 하수구인지 전기선인지 철로된 덮개가 덮혀 있구요.
움푹 패인곳으로 낙엽이 쌓여있어서 미관상 좋지 않고, 안전사고가 일어날까 걱정됩니다. 낙엽 청소를 자주 해주시든지 땅을 더 돋우어 주시든지 해결 부탁드립니다.
감사합니다.",도시안전국 건설과
산업단지에서 나오는 매연이 심합니다.,"안녕하세요.
지난 금요일부터 시원해져서 쭉 창문을 열어놓았습니다.
오늘 오전까지만 해도 창문을 열어놓고 있어도 별 문제가 없었습니다.
악취가 안났었는데 오늘 오후 6시경부터 악취가 나서 창문을 닫았습니다.
현재 9시 30분 경인데 아직 냄새가 심하네요.
빠른 조치 부탁드립니다.",복지생활국 환경청소과
CCTV설치 요청의 건,"수고 많으십니다.
cctv를 설치할 필요가 있는 지역이라 생각되어 이렇게 글을 남깁니다.
먼저 달서로25길 내 쓰레기 투기가 간혹 이루어지는 지역입니다. 특히 음식물쓰레기를 투기한 후 생기는 불쾌함을 이루 말하기 힘듭니다. 동네 곳곳에 음식물쓰레기 버리지 말라는 경고가 있어요.
두번째로 도난사고가 잦습니다. 우리집만 그런건지 모르겠는데 세입자와 공용으로 쓰는 화장실에 있는 물건(샴푸나 세탁세제 등)들이 주기적으로 도난 당하고 있으며, 주차장에 있던 세탁기도 하루 놔둔 물건이 사라지는 일이 있어 건물 내 cctv를 설치했음에도 불구하고 절도하여 경찰에 의뢰 하였으나 새벽에 다소 거리가 있는 터라 인상착의를 뚜렷하게 확인하기 힘든 점과 어느 방향으로 갔을 것이라는 추측이 가능함에도 그 이후의 행적을 찾을 수 없는 점이 아쉽더군요.
마지막으로 원룸 형태의 주거지가 많고 그 외 주택에도 거주하는 학생이나 젊은 연령대 거주자가 꽤 돼 보이던데 길이 좀 넓은 편이긴 하지만 저녁부터 유동인구가 거의 없어 위험의 소지가 될 수 있음에도 불구하고 이 큰 길에 cctv가 하나 보이는 것 같더군요.",자치행정국 문화홍보과
음식쓰레기 용기관련,"아래 민원글에 음식쓰레기 용기관련하여 덧붙여 말씀드리고자 몇자 적어봅니다. 먼저 무더운 날씨에 냄새나는 음식쓰레기 수거하시는 분들께 고생하신다고 말씀드리고 싶습니다.
다름이 아니라 여름철에는 음식물쓰레기가 적게 나와 며칠씩 나두니 음식쓰레기 냄새와 벌레때문에 그때그때버리면 좋겠다는 생각을 하면서 용기가 좀 작은것을 사용하면 어떻겠나 생각하던중 3리터 용기를 판매한다는 글을 보고 동사무소근처 마트에 같더니 3리터 용기 한두개씩은 안갔다 놓는다고 하며 안팔더군요.
음식쓰레기 용기가 작으면 그때그때 버리고 통도 씻기 간편할것 같은데 팔지 않으니 참 난감합니다.
아니면 인터넷에서 판매하는 소량음식쓰레기통도 사용할수 있게 하시던지 구하기도 힘든 3리터 쓰레기통 사용하라하고 음식물 쓰레기 줄이기 캠페인하는건 아니라고 봅니다.",복지생활국 환경청소과
불법환자유인행위를 하는 제일의원을 고발합니다.,"불법 환자유인행위를 반복하는 제일의원 사무장을 고발합니다.


사무장은 2016년 7월 26일 (화), 오후 3-4시 사이에 제일의원에 내원한 적이 있는 환자군 중 의료급여환자를 대상으로 본인 핸드폰으로 전화를 했습니다.

개인 핸드폰 번호의 통화내역을 조회하면 사무장이 환자 누구에게 전화를 했는지 통화내역이 나올것입니다.

전화를 받는 환자에게 사무장은 물리치료를 하러 와라. 뇌영양제를 지어놓았으니 받아가라 는 말로 환자를 유인하였습니다.

환자들이 제 병원에 내원하여, 제일의원에서 자꾸 오라는 전화가 온다고 해서 제가 이 글을 썼습니다.

이 사무장은 이전에도 환자유인행위로 처분을 받은 바 있는데도 불구하고 반복적으로 환자유인행위를 하여 고발합니다.",보건소 보건과
음식물 쓰레기 용기 관련,"안녕하세요 다름이 아니라 음식물 쓰레기 용기와 관련해서 여쭙고자 글을 씁니다. 원래 서구에서는 음식물 쓰레기 봉투를 사용해 봉투에다가 음식물을 모아서 내다버리는 것이였는데 7월1일 이후로 봉투가 아닌 5L이상의 용기에 음식물쓰레기를 담아서 내놓는 걸로 바뀐 이후에 너무 불편합니다.
저희집에서 요새 거의 과일 이후에 음식을 잘 먹지 않는 편인데 자꾸 개미가 집에서 나와서
왜그런지 봤더니 집앞 음식물 용기때문에 개미가 집앞에 우글우글하더라구요 이게 용기 뚜껑을
제대로 닫아놓더라도 용기만 열면 날파리도 순식간에 꼬이고 개미들은 뭐 말할것두 없구요
다른 집 음식물 용기앞에 기웃거리는 고양이도 종종 봤습니다. 종량제 봉투가 아닌 용기로 바꾼 후에 용기를 매번 씻는것도 힘들고 안씻자니 악취가 나고 파리만 들끓습니다. 종량제 봉투를 사용을 중단한게 종량제 인상이라면 저는 그 값보다 현재 바퀴벌레나 개미 퇴치 약사는데 돈이 더 나가고 있습니다. 몇몇 사용자를 위해서 종량제 봉투도 같이 시행해주실 수 없을까요? 긍정적인 답변 바랍니다.",복지생활국 환경청소과
서구청 업무용 차량인 스타렉스 점심시간 이용 바람직한가요?,"7월 19일(화) 12시경 시내에 있는 부산안면옥에 점심식사차 들렸는데, 노보텔 호텔 인근 횡단보도 앞에서 서구청 업무용 차량인 스타렉스에서 서구청 직원인듯한 남,여직원 약 10여명이 하차후 식당으로 향하는 모습을 우연찬게 지나치면서 보았는데요,,,

업무용 차량인듯한 공용차의 점심시간 이용이 가능한가요?

참고로, 공무원들은 점심시간에도 업무용차량 이용이 당연한건지 궁금하네요..
답변 부탁합니다..
첨부사진은 올리지 않습니다만, 문명히 제가 확인하고 서구 구민으로서 질의합니다.",자치행정국 총무과
비산4동 (달서로 16길 39-12) 신규 주택공사지 공사지 기초작업후 방치,"상기 제목상 주소지에 누군가 다세대 주택을 짓기 위해 공사를 진행하던중 터파기 공사만 진행 한 상태에서 몇달째 공사가 중단되어 있습니다.

문제는 터파기 된 공사지에 물이 고여 악취가 날 뿐 아니라 모기와 각종 날파리가 번식하여 개체수가 갑자기 증가하여 창문조차 열 수 없게되었습니다.

옆 동의 빌라에서 건축주에게 연락을 시도하였으나 전화를 받지 않는다고 들었습니다.

부디 바쁘시겠지만 인근 주민들의 고통이 너무 심하오니 조속히 처리 부탁드립니다.

배수를 해주거나 메우거나 빠른 처리 감독 부탁드립니다.

※ 첨부파일 :
KakaoTalk_20160721_132305741.jpg
KakaoTalk_20160721_132305392.jpg",도시안전국 건축주택과
비산1동 통학로50길 18-21길 옆 하수로 정비 해주세요,"아름빌라 옆에 첨부파일 사진1처럼 하수도가 옛날식 처럼 되어있는데 겉에 돌이 깨져 있어서 비가 많이 올때는 이물질들이 들어가서 하수도가 막혀서 물이 역류할때도 있었습니다. 첨부파일 2처럼 빌라 옆에 하수도 처럼 맨홀을 만들어서 쓰레기 무단 투기도 막고 창문을 열고 집에서 생활을 하고 싶습니다. 온갖 악취때문에 지금 창문도 못열고 살고 있습니다. 그리고 지나가는 사람마다 쓰레기를 버리고 가기때문에 지금 생활민원 어플로 신고하는데 매번 신고해서 청소하러 오시는 공무원께서도 여간 불편한 일이 아닙니다 그러니깐 이번 건에 대해서 하수도 정비를 해주시면 감사하겠습니다. 저렇게 하수도가 만들어진지도 몇십년이 지난거 같은거 아직도 정비가 되지 않습니다. 이번 기회에 정비 부탁드리겠습니다.

※ 첨부파일 :
KakaoTalk_20160714_213846244.jpg
KakaoTalk_20160714_213846915.jpg",도시안전국 건설과
밤마다 악취,"예전보다 냄새가 덜나긴 합니다.
요즘에는 새벽 2,3시쯤 되면 나기시작합니다. 새벽에 뭘 버리는지..
여름이라 창문을 열어 놓고자는데 악취때문에 자기 불편할때가 있어요.
개선 부탁드립니다.",복지생활국 환경청소과
염색 공단에서 날아오는 참기 힘든 악취,"염색 공단과 팔달동(작원길)은 상당한 거리를 두고 있음에도 요즘 들어 악취가 견딜 수 없을 정도로 심합니다. 작년의 경우에는 이러지 않았는데 창문을 열수 없을 정도로 심하니 뭔가 대책이 있어야 할 듯 합니다. 또한 평일보다는 공무가 이루어지지 않는 공휴일, 토요일 오후나 일요일에는 그 정도가 더욱 심하고, 비가 내릴 때는 더욱 심한 현상을 보입니다.(냄새 집진기를 통하지 않고 연기를 내보내거나, 오폐수를 휴일이나 비가 내릴 때 여과없이 집중 흘러보내는 것 같음)
3,4월보다 갈수록 악취가 심해지는 것은 어떤 이유가 있을듯 한데 서구청에서 염색 공단의 악취에 대하여 어떤 조취를 취하거나 감독 관리를 하고 있는지요? 심각한 감독과 관리가 필요할 것이라 여겨집니다.
악취는 냄새뿐만 아니라 악취로 인하여 두통이 심해지고, 아이에게는 피부에도 영향을 미치는 것 같아 생활에 지장을 줄 정도로 심한데 여기 머리에서도 그런데 염색 공단 가까이에서 생활하는 주민들의 고통은 어느 정도가 될지 짐작이 됩니다. 포괄적인 답변이 아닌, 조속한 해결을 위한 긍정적인 답변을 기다립니다",복지생활국 환경청소과
"비산2,3동 주민인데 확성기소리가 너무 시끄럽습니다.","요즘 날씨가 더워서 창문을 열고 지내고 있습니다.
그런데 서구청직원인지, 동사무소직원인지는 정확히 모르지만
어떤 사람이 동네를 홍보한다고 사람들을 데리고 다니면서
이른 아침부터 밤까지 시시때때로 확성기로 떠들고 다녀서 정말 시끄럽습니다.
요즘 평일이고 휴일이고 상관 없이 확성기로 매일 떠들고 다닙니다.
오늘 현충일(6월 6일)에도 쉬지 않고 떠들고 다닙니다.
이곳은 일반주택가이지 관광지가 아닙니다.
빈 공터에 화분 몇 개 갖다놓고 홍보하는 꼴이 정말 한심합니다.
당장 중단하기를 바랍니다.",비산2.3동
비단마을 이정표 수정 바랍니다,"최근 북부정류장 근처 비산7동에 비단카페가 만들어졌습니다.

비단카페가 만들어지면서 이정표가 만들어졌는데 이정표에 문제가 있습니다.

이정표 위치는 비산7동 주민센터에서 북부정류장으로 가는 길에 경북마트 바로 앞 3거리에 설치된 이정표 입니다.

이정표는 북부정류장을 가는 방향과 주민센터 가는 방향을 가르키고 있는데 거리가 잘못 표시 되어 있습니다.

이정표에서 북부정류장까지 400미터, 주민센터까지 800미터라고 표시되어있습니다.

실제 제가 이정표부터 북부정류장까지 보폭으로 대략적인 거리를 측정해보았습니다.

제 키가 180cm 인데 이정표부터 북부정류장까지 불과 122걸음이 나왔습니다.

성인 평균 남자 보폭이 60~70cm라고 하는데 넉넉하게 1m로 계산하다고 하더라도 122미터인 거리를 400미터로 표시한게 말이 안되지 않습니까?

이 동네에서 20년 넘게 살고 있는 주민으로서 400미터는 터무니 없는 측정수치 입니다. 뿐만 아니라 이정표에서 주민센터까지 절대 800미터가 나올 수 없습니다.

네이버지도로 이용해서 거리를 측정해보더라도 경북마트에서 북부정류장까지 130미터 경북마트에서 주민센터까지 250미터가 나옵니다.

누가 측정해서 이정표에 표시해 두었는지는 모르겠지만 제대로 다시 측정하여 잘못 표기된 거리를 수정하여 시민들이 불편을 겪지 않게 했으면 합니다.",도시안전국 건설과
서구청 네거리 근처 유명 복권가게 앞 버스 정류장 너무 불편합니다,"서구청 네거리 근처 세진전자통신이라고 인근 로또 명당이라고 알려진 복권가게가 있습니다.
이 가게 바로 앞에 버스 승강장이 있습니다. 그리고 도로에 노선도 선명하게 표시되어있습니다.
그럼에도불구하고 평일 낮부터 밤까지 특히 목~토요일에 로또를 사기 위해 이곳에 불법 주정차 하는 차량이 너무 많습니다.
물론 사람들이 잠시 주정차 하고 로또를 사고 나오는데까지 기껏해야 1~2분 정도 짧은 시간입니다.
하지만 그 시간에도 버스는 시민의 발이 되기 위해 정차를 하는데 이때 시민들은 항상 도로 가에 나가서 버스를 타야합니다. 주정차 되어 있는 일반차량 때문에 버스가 버스 노선에 정차를 할 수 없기 때문이죠.

가끔이지만 주정차된 일반차량 때문에 시선에 가려서 버스 타려고 도로 가에 나가다 다른 차(버스 앞에 달리고 있는 차량)에 부딪힐 뻔한 아찔한 상황도 생기기도 합니다.

이러다가 정말 큰 사고로 이어지는 건 아닌지 걱정됩니다

사익도 중요하지만 공익이 우선시 되어야하는 것 아닙니까?
더군다나 서구청에서 불과 몇 백 미터밖에 떨어지지 않은 곳에서 이런 일이 일이나고 있습니다.

도로교통법 32조 4항에 분명히 명시되어 있습니다 10미터 이내에 주정차는 금지입니다!

인근에 CCTV를 설치하든 단속을 나서든 시민의 발이 되는 버스 이용에 불편이 없도록 빠른 조치 부탁드립니다.

도로교통법
[시행 2015.8.11.] [법률 제13458호, 2015.8.11., 일부개정]

제32조(정차 및 주차의 금지) 모든 차의 운전자는 다음 각 호의 어느 하나에 해당하는 곳에서는 차를 정차하거나 주차하여서는 아니 된다. 다만, 이 법이나 이 법에 따른 명령 또는 경찰공무원의 지시를 따르는 경우와 위험방지를 위하여 일시정지하는 경우에는 그러하지 아니하다.

4. 버스여객자동차의 정류지(停留地)임을 표시하는 기둥이나 표지판 또는 선이 설치된 곳으로부터 10미터 이내인 곳. 다만, 버스여객자동차의 운전자가 그 버스여객자동차의 운행시간 중에 운행노선에 따르는 정류장에서 승객을 태우거나 내리기 위하여 차를 정차하거나 주차하는 경우에는 그러하지 아니하다.",도시안전국 교통과
인도에 가로로 주차를...사람은 어디로 다니라고.. 불편합니다.,"시민의 안녕과 편의를 위해 늘 수고하시는 구청 직원께 감사드립니다.

남평리네거리에서 두류네거리까지 걸어가는 길에

서대구농협 맞은편에 [스타벅스]라는 커피숍이 있습니다.

그 커피숍 앞에는 항상 인도에 중형차가 주차되어 있어서 많이 불편합니다.

지난 목요일에는 차 세대가 인도에 가로로 주차되어 있어서 도대체 사람은 어디로 다녀야 하는지 모르겠습니다.

사진을 찍어 올립니다.

시정이 되기를 바랍니다.

※ 첨부파일 :
20160526_174846.jpg
20160526_174823.jpg
20160526_174938.jpg",도시안전국 교통과
합필시 측량여부 답변바랍니다!,"답변에서 245-38과 652-14과 산201-3 의
3토지가 합필을 통해 최종252-6으로 통합되었는데
252-6의 합필과정에서는 측량이 이루어졌을것이며
이와관련하여 최종측량자및 측량일 공개요청합니다!",자치행정국 토지정보과
이행강제금부과의 원칙!!!,"참으로 어이가 없네요!!!불법건축물 최초 신고가 2014년 11월이고
이에 대해 구청은 단속하지않고 발뺌하다가 행정소송과 직무유기로 형사고소
당한후에 행정소송진행과정에서 뒤늦게 2015.7.8 시정통지하고 이행강제금을
2015.10.13 부과하였는데 이후 고소인 본인이 2016.1.12 이후의
이행강제금 부과처리에 대해 질의하자 분명 2016.3 시정독촉후
2016.5경 이행강제금 부과 예정이라고 답변하였습니다!!!
그런데 지금까지 방치하다가 1년에 2회 이해강제금의 구색을 맞추겠다고
불과 1개월여 앞두고 부과예고통지중이라는 황당한 답변이군요!!!
이행강제금은 불법건축물의 지도가 선행되어야함에도 1년이상을 방치하고
이제 고소인이 질의하자 부과예고 통지중이라니 참으로 어이가 없네요!!!

그럼 다시질의하지요!!! 이후 이행강제금 시행예정일및 2017년 부과처리예정도
답변하시오!!!
또한 2015.12.16 40790호는 고소인이 수령하지 못한 공문이며 누구에게 송달된
내용인지 정확히 답변하시요!!!
불법건축물이 철거시까지 정확하게 체크할것입니다!!!",도시안전국 건축주택과
생활쓰레기 수거일이 언제인가요? 며칠째 그대로입니다,"집 앞 가로등 아래 쓰레기 투기 때문에 전에 글을 한번 올렸었습니다.

제가 5월 20일 금요일 오후에 본 가로등 아래 쓰레기가 5월 23일 월요일 아직 그대로 있습니다.

왜 수거를 하지 않는겁니까? 그 전에도 쓰레기를 몇 일씩 수거를 하지 않아서 쌓여 있었던 적이 많았습니다. 주말에는 심합니다.

그리고 쓰레기 투기 하지 말라고 서구청에서 현수막 붙여 놓아도 골목 안에 사람들이 지나가면서

빌라 앞 가로등에 쓰레기를 버리고 갑니다.

너무 지저분합니다. 너도 나도 할 것 없이 골목 안에 사람들이 지켜주질 않으니 너무 불편합니다.

집 앞에 주차도 못하겠습니다. 쓰레기 냄새 때문에 차 안 에어컨 냄새에도 영향이 있습니다.(자동차 정비업체에서 말함)

카메라를 설치해주던지, 단속을 엄격히 하던지 조치를 좀 취해주세요.

이럴때 마다 매번 글을 올릴수는 없지 않습니까?

※ 첨부파일 :
20160520_173408.jpg",복지생활국 환경청소과
토지측량자 공개요구합니다,"저는 상리동 245-33의 토지소유주입니다.
인접토지 245-38과 652-6의 토지를 분할측량후 합필하고
다시 산 201-3의 임야와 합필하는 과정에서 245-38과 652-6의
토지측량자를 공개하여 주시기 바랍니다!
향후 토지측량과 관련하여 조사할 내용이 있으므로 공개요청합니다!
현제 위3가지 토지를 252-6 으로 합병하였으니 이와관련된 사항에 대해
조사할것입니다!
답변바랍니다!",자치행정국 토지정보과
불법건축물 이행강제금 부과,"대구서구 상리동 245-2의 토지소유주 입니다.
위토지의 불법건축물과 관련 이행강제금 부과여부 답변바랍니다!

또한 서구청 기획예산실에서 건축과의 40790호 공문을 참고하라고 답변하였으므로
이에 관한 내용과 2016년3월 시정독촉공문번호도 공개요구합니다!!!",도시안전국 건축주택과
붉은털진드기(붉은응애),"안녕하세요

어느날부터 갑자기(5월초) 붉은진드기가 옥상을 뒤덮었습니다
뉴스를 검색해보니 김천에서도 이런 일이 일어났네요

살충제를 사용해 보았지만 그 수가 어마어마해서 해결할 수가 없네요",보건소 보건과
쓰레기불법투기방지 현수막 - 그 지역상황을 고려해서 제작해 주세요~,"안녕하세요 공무에 수고많으시죠. 특히 쓰레기민원관련 공무원들에게 격려를!!!

북부정류장과 비산7동 일대는 대구의 이태원이라 할 만큼 외국인들이 많아요
특히 비산7동은 베트남 근로자들이 많이 거주하고 있죠
대개 이들이 쓰레기,재활용관련 배출요령을 몰라서 혹은 고의로 불법을 저지르고 있어요


질문
1. 외국인들에 대한 쓰레기배출요령 등 적극적인 지도가 이뤄지고 있는지?


건의
1. 세금을 들여 현수막을 제작한다면 그 지역 사정에 맞게 외국어를 병기해 주세요",복지생활국 환경청소과
북부정류장 버스터미널 배수로 붕괴,"북부정류장 시내버스 터미널쪽에 배수로가 붕괴될 것 같습니다.
수십대의 버스들의 사진에 보이는 저 배수로 위를 밟고 지나갑니다. 그럴때마다 지반이 흔들거리는데
언젠가는 무너져 인명피해가 일어날 것 같습니다.

※ 첨부파일 :
16.jpg
15.jpg",도시안전국 건설과
"평리동 주택에 절도사건 발생, CC TV 설치가 절실합니다!","평리동 주택에 절도사건이 발생했습니다.
경찰에 신고한 후에 수사가 진행되었지만 CC TV가 없어서 어려움이 많습니다.
CC TV 설치가 절실합니다!",자치행정국 문화홍보과
이동식단속차량 개인적인 사용,"점심시간인 12:00~14:00 까지는 단속을 안하지않습니까?
서구청에 전화를 드렸더니 12:00~13:00까지는 점심시간이라고 하던데
현재시간 12:38분에 이동식단속차량이 도로를 다닌다는건 업무적인 운행이 아닌
개인적인 사용아닙니까?!!
서구 국민 세금으로 개인적으로 사용한다는건 납득이 되지 않습니다.",도시안전국 교통과
